q,firm_id,firm_idx,is_active,is_dormant,defaulted,net_sales,units_sold,units_produced,cash,capability,brand,rd_cum_product,product_gen,geo_focus,patient_seg
39,firm_8,8,True,True,False,0.0,0,0,2000000.0,30.0,10.0,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
39,firm_9,9,True,False,False,59400000.0,270,0,1166011665.6385539,32.86348866191279,41.00311656045609,32060000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
39,firm_10,10,True,False,False,33600000.0,240,0,783414193.0265443,46.082381775948576,70.37897499810853,63000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
39,firm_11,11,True,False,False,28700000.0,205,0,305620570.78966653,37.380069238806314,44.7698360683847,33948000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
39,firm_12,12,True,False,False,32900000.0,235,0,445007573.181059,25.642339625647814,54.56252917671442,5660000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
40,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
40,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
40,firm_2,2,True,False,False,34695000.0,257,0,646546989.142497,59.67466639049441,72.2479263978557,214620000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
40,firm_3,3,True,False,False,40745000.0,281,0,572768974.8319062,43.9288761452233,69.7394236394856,68495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
40,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
40,firm_5,5,False,False,True,0.0,0,0,128162433.86154126,75.19686367247665,85.14909822590128,308500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
40,firm_6,6,True,False,False,48840000.0,296,0,0.0,73.0977030285879,81.10887318040939,168800000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
40,firm_7,7,True,False,False,33396000.0,253,0,721036795.0220739,65.65221888724301,73.35454422927558,123800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
40,firm_8,8,True,True,False,0.0,0,0,2000000.0,30.0,10.0,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
40,firm_9,9,True,False,False,71300000.0,310,0,1959944208.6216557,32.04190144536497,37.64441250873688,32060000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
40,firm_10,10,True,False,False,43260000.0,309,0,766312447.4204715,47.08702696051191,70.89639336171975,68000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
40,firm_11,11,True,False,False,47880000.0,342,0,312560614.31976503,37.9484458461048,46.51705180598061,36948000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
40,firm_12,12,True,False,False,58575000.0,355,0,462590559.1925091,25.834086931199362,55.2493875854121,7060000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
41,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
41,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
41,firm_2,2,True,False,False,33750000.0,250,0,646119803.9369076,59.086087203584974,72.56250958643322,217420000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
41,firm_3,3,True,False,False,33750000.0,250,0,553239023.738802,43.27922323243093,68.81219428930795,69495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
41,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
41,firm_5,5,False,False,True,0.0,0,0,128162433.86154126,75.19686367247665,85.14909822590128,308500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
41,firm_6,6,False,False,True,41250000.0,250,0,0.0,73.09961664692922,78.82882757503853,177300000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
41,firm_7,7,True,False,False,33750000.0,250,0,714318226.8924927,66.20917140627839,74.59956961640984,131800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
41,firm_8,8,True,True,False,0.0,0,0,2000000.0,30.0,10.0,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
41,firm_9,9,True,False,False,52500000.0,250,0,1985843039.1839013,32.87184827454209,37.0043306051039,35060000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
41,firm_10,10,True,False,False,35000000.0,250,0,758030958.8169032,48.02637020807864,71.40220883107743,73000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
41,firm_11,11,True,False,False,35000000.0,250,0,302970269.91736555,38.786819459584365,52.57095160273408,40548000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
41,firm_12,12,True,False,False,41250000.0,250,0,461639178.58549535,27.264880323845798,58.25466782976428,10560000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
42,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
42,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
42,firm_2,2,True,False,False,0.0,0,0,643713934.0446322,57.60893502349535,65.39137026022914,217420000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
42,firm_3,3,True,False,False,0.0,0,0,549253063.377951,42.19724265162016,61.99677683064444,69495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
42,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
42,firm_5,5,False,False,True,0.0,0,0,128162433.86154126,75.19686367247665,85.14909822590128,308500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
42,firm_6,6,False,False,True,0.0,0,0,0.0,73.09961664692922,78.82882757503853,177300000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
42,firm_7,7,True,False,False,0.0,0,0,709877020.3234553,64.55394212112142,67.3161955069202,131800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
42,firm_8,8,True,True,False,0.0,0,0,2000000.0,30.0,10.0,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
42,firm_9,9,True,False,False,46250000.0,250,0,4178518038.719446,34.62777309393612,35.92085093365797,39860000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
42,firm_10,10,True,False,False,0.0,0,0,757566492.7123499,46.82571095287667,64.45770430304789,73000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
42,firm_11,11,True,False,False,0.0,0,0,300493733.8238389,37.81714897309475,47.589799733059365,40548000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
42,firm_12,12,True,False,False,0.0,0,0,458886603.34256643,26.583258315749653,52.625537353071216,10560000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
43,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
43,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
43,firm_2,2,True,False,False,0.0,0,0,633802484.0446322,56.16871164790796,58.95690596505759,217420000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
43,firm_3,3,True,False,False,0.0,0,0,540599938.377951,41.14231158532965,55.87527617002402,69495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
43,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
43,firm_5,5,False,False,True,0.0,0,0,128162433.86154126,75.19686367247665,85.14909822590128,308500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
43,firm_6,6,False,False,True,0.0,0,0,0.0,73.09961664692922,78.82882757503853,177300000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
43,firm_7,7,True,False,False,0.0,0,0,699607739.0734553,62.94009356809339,60.806112140700336,131800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
43,firm_8,8,True,True,False,0.0,0,0,2000000.0,30.0,10.0,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
43,firm_9,9,True,False,False,46250000.0,250,0,4196681920.255211,34.546545489460485,35.798599228587385,41360000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
43,firm_10,10,True,False,False,0.0,0,0,747511492.7123499,45.65506817905475,58.24909566299237,73000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
43,firm_11,11,True,False,False,0.0,0,0,290369108.8238389,36.87172024876738,43.12812041243413,40548000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
43,firm_12,12,True,False,False,0.0,0,0,448404790.84256643,25.91867685785591,47.58022452498861,10560000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
44,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
44,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
44,firm_2,2,True,False,False,0.0,0,0,623891034.0446322,54.76449385671026,53.18224559853613,217420000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
44,firm_3,3,True,False,False,0.0,0,0,531946813.377951,40.11375379569641,50.37624896842256,69495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
44,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
44,firm_5,5,False,False,True,0.0,0,0,128162433.86154126,75.19686367247665,85.14909822590128,308500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
44,firm_6,6,False,False,True,0.0,0,0,0.0,73.09961664692922,78.82882757503853,177300000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
44,firm_7,7,True,False,False,0.0,0,0,689338457.8234553,61.36659122889105,54.98452195839228,131800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
44,firm_8,8,True,True,False,0.0,0,0,2000000.0,30.0,10.0,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
44,firm_9,9,True,False,False,48750000.0,250,0,4242566244.6504035,36.19629450542869,37.72476694560623,46160000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
44,firm_10,10,True,False,False,0.0,0,0,737456492.7123499,44.51369147457838,52.6958111014193,73000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
44,firm_11,11,True,False,False,0.0,0,0,280638999.4488389,35.9499272425482,41.61170820595127,40548000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
44,firm_12,12,True,False,False,0.0,0,0,437923478.34256643,25.270709936409514,43.058607385030435,10560000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
44,firm_13,13,True,True,False,0.0,0,0,10000000.0,70.0,10.0,5000000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
45,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
45,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
45,firm_2,2,True,False,False,0.0,0,0,614327084.0446322,53.3953815102925,50.67154697120033,217420000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
